#,lemma,Verb form,Concordance,Hit?,Construction,comments,TA,FREAK,Coments
141,afford,affords,"Considerable teachers agreed with the fact that physical punishment affords them enough time to deal with bullies, while teaching class",1,DO,,simple_present,,
10616,give,gave,"He can use that, but he gave it to me",1,PO,,simple_past,,
10617,give,gave,And my grandfather gave me 5millionwon,1,DO,,simple_past,,
10618,give,gave,So this vacation gave me any stress,1,DO,,simple_past,,
10620,give,gave,"I traveled japan 3 years ago, and it gave me a nice image of them",1,DO,,simple_past,,
10621,give,gave,"In valentine, they even gave me some presents and cards",1,DO,,simple_past,,
10623,give,gave,"The time was about one hour later that i found the seller, i bought it and gave it to my mother",1,PO,,simple_past,,
10624,give,gave,She gave me power,1,DO,,simple_past,,
10625,give,gave,Then she gave me the necklace,1,DO,,simple_past,,
10626,give,gave,"Because our high school gave students a long vacation, so we couldn't meet often",1,DO,,simple_past,,
10627,give,gave,The teacher gave us a controversial topic and let us to talk in pros and cons,1,DO,,simple_past,,
10628,give,gave,"Fortunately he was very good at chinese and studied abroad to China when he was a teenager, and he gave me a lot of instructions and professional knowledges about chinese",1,DO,,simple_past,,
10629,give,gave,The reason why he is important to our family is that he gave some fresh air to our family,1,PO,,simple_past,,
10630,give,gave,"When I was tired of keeping studying, my doom-dean made me smile and gave me the will to keep doing what I should do",1,DO,,simple_past,,
10631,give,gave,Piano gave me relief then,1,DO,,simple_past,,
10632,give,gave,"There, he gave my mother 500, 000\ and said ""Use this to buy a new cellphone""",1,DO,,simple_past,,
10636,give,gave,But the teacher always encouraged me to try more and gave me a many tips very friendly,1,DO,,simple_past,,
10637,give,gave,The children gave me a small concert for thanks,1,DO,,simple_past,,
10640,give,gave,"Rather, it is because he always gave me and my friends practical advices",1,DO,,simple_past,,
10641,give,gave,"Of course, my homeroom teacher gave me a little bit of help",1,DO,,simple_past,,
10643,give,gave,"It killed entertainers, or gave mental shock to entertainers",1,PO,,simple_past,,
10644,give,gave,Nontheless he gave me confidence and he tought me brave attitude,1,DO,,simple_past,,
10646,give,gave,"And many articles about polity, sociality gave me much knowledge",1,DO,,simple_past,,
10651,give,gave,"But I like her most of all, beacause when I am deppresed and need help, she always gave her hand to me",1,PO,,simple_past,,
10653,give,gave,And this gave me a great chance to discern about physical punishment more consciously,1,DO,,simple_past,,
10655,give,gave,"However, every moment I felt tired of these things, my homeroom teacher gave me many resolutions and raised a rapport",1,DO,,simple_past,,
10656,give,gave,she gave us bread and snacks when we are hungry,1,DO,,simple_past,,
10658,give,gave,This experience gave me confidence,1,DO,,simple_past,,
10660,give,gave,"However, the teacher gave me some advices about how to study math and all the other subjects I was not surely good at",1,DO,,simple_past,,
10661,give,gave,"Also, he gave me more advices about the importance of mind control before the big exam",1,DO,,simple_past,,
10662,give,gave,But she gave her attention to me continually,1,PO,,simple_past,,
10663,give,gave,He gave me hope and passion,1,DO,,simple_past,,
10664,give,gave,There are still many people who gave hurt to him and they could not be punished by law because their words were tiny attacks,1,PO,,simple_past,,
10665,give,gave,He gave me the ring on my 15th birthday,1,DO,,simple_past,,
10666,give,gave,"When I was having hard time to study, he invited me in his room and gave me some cookies and cheered me up",1,DO,,simple_past,,
10668,give,gave,"That experience gave me much endurance ability, and when I worked any place, I was praised because of that ability",1,DO,,simple_past,,
10669,give,gave,"Teacher gave her a warning, but she didn't care about teacher",1,DO,,simple_past,,
10670,give,gave,"When punishment become problem, teacher gave too harsh punishment to kid like eight year's old",1,PO,,simple_past,,
10674,give,gave,She gave me many advices and I could straighten up my minds,1,DO,,simple_past,,
10675,give,gave,She gave me advices about majors to make my dreams come true,1,DO,,simple_past,,
10676,give,gave,"Furthermore, in hard time that all of students were in slump, he who is student too gave me the power",1,DO,,simple_past,,
10677,give,gave,Of course it first gave children disappointment of their teacher and so forth,1,DO,,simple_past,,
10678,give,gave,"In this situation the teacher who gave the student physical punishment will have in a trouble and the news, the Internet will be hot about this situation",1,DO,,simple_past,,
10680,give,gave,My grandmother gave me a delicious food,1,DO,,simple_past,,
10681,give,gave,"I asked him what is that many times, and he gave me a answer",1,DO,,simple_past,,
10683,give,gave,He gave me that letter almost 3 years ago but still now I have this in my purse,1,DO,,simple_past,,
10684,give,gave,"It was very proud, but it also gave me burdens",1,DO,,simple_past,,
10685,give,gave,"But now i think about my student's life about physical teachers, it gave me lots of advantages",1,DO,,simple_past,,
10686,give,gave,"At last but not least, he gave me the most important lessons",1,DO,,simple_past,,
10687,give,gave,"Because university is all about student, if student had Disadantage Score, he would want to delete it, so he gave teacher money or good things",1,DO,,simple_past,,
10689,give,gave,So last year when he met his university friends his friend gave that teddy bear to him,1,PO,,simple_past,,
10691,give,gave,"I gave a punishment to favorite man, and I gave a rice-cake to dislike man",1,PO,,simple_past,,
10693,give,gave,"My grandfather gave it to me at 7-years old In 3 months ago, my grandfather died",1,PO,,simple_past,,
10694,give,gave,He gave we a power every class time,1,DO,,simple_past,,
10697,give,gave,"Listening my thingking, He gave lots of advices to me",1,PO,,simple_past,,
10698,give,gave,"So, the teacher gave them several volunteer activities, not physical punishment",1,DO,,simple_past,,
10699,give,gave,"As I could not go there for 4 years because of my study, everything at her home gave me such a special feeling that I could not feel in the past",1,DO,,simple_past,,
10700,give,gave,He gave us the plates which his mother made for us,1,DO,,simple_past,,
10701,give,gave,"When the reading ended, my mentor gave a nature soap to us",1,PO,,simple_past,,
10702,give,gave,"Also, she liked to play game in English class, So she divided class into two part and gave us English quiz",1,DO,,simple_past,,
10703,give,gave,Also he gave presents to all of his classroom student manytimes,1,PO,,simple_past,,
10704,give,gave,He gave candies and chocolates to all of us at many holidays,1,PO,,simple_past,,
10707,give,gave,When I confused about university he gave me advise,1,DO,,simple_past,,
10708,give,gave,And he gave me information about Archtecture,1,DO,,simple_past,,
10709,give,gave,"Whenever I had problem about a thing, I usually told that to her and she gave me the solution or a saying that cheers me up",1,DO,,simple_past,,
10710,give,gave,"For example, when I was in trouble, he always helped me and sometimes, he gave me a counseling",1,DO,,simple_past,,
10711,give,gave,he gave me many errors,1,DO,,simple_past,,
10712,give,gave,furthermore he gave me the biology books about his answers,1,DO,,simple_past,,
10713,give,gave,Because he gave me great passion about study,1,DO,,simple_past,,
10714,give,gave,It lighted my darkness study hours and gave me good memories,1,DO,,simple_past,,
10715,give,gave,"His mother gave me 300,000 won",1,DO,,simple_past,,
10716,give,gave,"When I was 1st grade in high school, he was my class teacher and he gave me a lot of advices and lead to right way",1,DO,,simple_past,,
